id,name,url,contact,description,geoextent,geocoverage_dirty,geocoverage,lead_organisation_name,lead_organisation_category,start_date,active,end_date,environmental_domain,environmental_field,category,social_uptake,policy_uptake,policy_uptake_explanation,policy_relevance,sdg1,sdg2,sdg3,sdg4,sdg5,sdg6,sdg7,sdg8,sdg9,sdg10,sdg11,sdg12,sdg13,sdg14,sdg15,sdg16,sdg17
275,National Brown Hare Surveys,http://www.lancswt.org.uk/species/brown-hare,info@lancswt.org.uk,"Using game bag records and county mammal reports, past changes in the numbers of hares in Britain are described.",National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),"Wildlife Trust for Lancashire, Manchester and north Merseyside",Non-governmental,2005,No,2006,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
276,National Gamebag Census,http://www.gwct.org.uk/research__surveys/wildlife_surveys_and_ngc/national_gamebag_census_ngc/default.asp,Unknown,"The National Gamebag Census (NGC) was established by the GWCT in 1961 to provide a central repository of records from shooting estates in England, Wales, Scotland and Northern Ireland.",National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),The National Gamebag Census (NGC),Non-governmental,1961,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"Because a substantial proportion of the countryside is managed for shooting, the NGC data potentially reflect trends in national and regional abundance for a wide range of species, many of which are poorly monitored by government schemes. It is, however, important to realise that bag data depend on effort as well as on abundance, so the interpretation of trends is not necessarily straightforward.",Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,2
277,National Longhorn Beetle Recording Scheme,https://twitter.com/NLonghornRS,longhorns@brc.ac.uk,Pictures and identifications sent via Twitter,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),UK Beetle Recording,Academic,2016,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,0
278,National Moth Recording Scheme,http://www.mothscount.org/text/27/national_moth_recording_scheme.html,http://www.mothscount.org/form/10/contact_us.html,"The scheme covers some 900 species, with thousands of active recorders. The dataset of distribution records is benefiting nature conservation, public understanding and ecological research.",Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),Butterfly Conservation,Non-governmental,2007,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
279,National Moth Week July 2012,http://nationalmothweek.org/locations/,http://nationalmothweek.org/contact-nmw/,"The first annual National Moth Week (NMW) was held worldwide 23-29, July, 2012. National Moth Week’s goals are to spotlight moths and their ecological importance and to collect and report meaningful data on moths across a wide geographic area largely through Citizen Science.",Global,World,World,National moth week,Non-governmental,2012,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Considerable,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
280,National Newt Survey,http://maps.biodiversityireland.ie/DataSet/169,http://www.biodiversityireland.ie/contact-us/,A survey of smooth Newt distribution in Ireland since 2010,National,Ireland,Ireland,Irish Wildlife Trust,Non-governmental,2010,No,2013,Freshwater,"Biodiversity, nature and landscapes",Occasional reporting,Considerable,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,2,1,2,2
281,National Plant Monitoring scheme,http://www.npms.org.uk/content/welcome,support@npms.org.uk,The aim is to collect data to provide an annual indication of changes in plant abundance and diversity.,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),"BSBI, CEH, Plantlife and JNCC.",Consortium,2017,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
282,British Myriapod and Ispod Recording Schemes,http://www.bmig.org.uk/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,British Myriapod and Isopod Scheme,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),British Myriapod and Isopod Group,Non-governmental,1968,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,0,1,2,0,0,0,0,2,0,2,0,2,1,1,2,2
283,National Reptile Survey 2015 - 2017,https://iwt.ie/what-we-do/citizen-science/national-reptile-survey/,research@iwt.ie,The IWT National Reptile Survey 2015-2017 aims to survey the distribution of Ireland's two wild species of terrestrial reptile ,National,Ireland,Ireland,The Irish Wildlife Trust (IWT),Non-governmental,2015,No,2017,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,2,1,2,2
284,National Road Verge Survey,http://www.mammal.org.uk/sites/default/files/RoadDeaths2001Report.pdf,Unknown,Database of dead mammals on the Britain's roads,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),The Mammal Society and the Hawk and Owl Trust,Consortium,2000,No,2001,Terrestrial,Efficient use of resources,Occasional reporting,Large,No,N/A,Problem definition,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
285,National Smooth Newt Survey 2010 - 2013,https://iwt.ie/what-we-do/citizen-science/smooth-newt-survey/,research@iwt.ie,Starting with a pilot project in 2010 the IWT newt survey came to an end in 2013 is was the first comprehensive attempt to study the distribution of this native amphibian in Ireland.,National,Ireland,Ireland,The Irish Wildlife Trust,Non-governmental,2010,No,2013,Freshwater,"Biodiversity, nature and landscapes",Occasional reporting,Considerable,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,2,1,2,2
286,Nationale Databank Flora en Fauna,ndff.nl,serviceteamNDFF@natuurloket.nl,"Mapping the occurence of biodiversity throughout the entire country, a.o. for use in spatial planning and quick response policies with invasive species, also higly relevant but difficult to engage governments",National,Netherlands,Netherlands (the),NDFF,Academic,2007,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,2,2,0
287,"NaturallyEst-LIFE LIFE16 GIE/EE/000665
",http://elfond.ee/what-we-do/naturallyest,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"
                                                
The overall objective of the NaturallyEst-LIFE project is to enhance communication between local communities, landowners and nature conservation stakeholders.
",National,Estonia,Estonia,Eestimaa Looduse Fond/Estonian Fund for Nature,Non-governmental,2017,Yes,Unknown,Cross-cutting,"Biodiversity, nature and landscapes",Civic science,Very large,Yes,One of the expected results is to decrease in the number of conflicts and thus illegal activities in Natura 2000 sites,Policy implementation or monitoring,0,0,2,1,0,0,0,0,2,2,1,0,2,0,1,1,2
288,Nature's Calendar,http://www.naturescalendar.org.uk/,https://naturescalendar.woodlandtrust.org.uk/contact-us/,A survey conducted by thousands of volunteers who record the signs of the seasons in the United Kingdom.,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),The Woodland,Non-governmental,1736,Yes,Unknown,Cross-cutting,Climate,Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,0,1,2,0,0,0,0,2,0,2,0,2,1,1,2,2
289,Naturgucker / Enjoynature,http://n.enjoynature.net/13/natur_13.dll/EXEC,info@naturgucker.de,"Social network with (6+) millions of observations of wild plants and animals in order to support and promote nature conservancy. It offers nature observers (mainly citizen scientists) a personal data center in which they can pool and manage all their observations and nature photographs for the surrounding region, or even worldwide from their vacations.",Macro-regional,Germany,Germany,Naturgucker,Consortium,2008,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,0,1,2,0,0,0,0,2,0,2,0,2,1,1,2,2
290,Natusfera,http://natusfera.gbif.es/,natusfera@gbif.es,"Ongoing, biodiversity monitoring (expanded in the future also to environmental monitoring) empower people (enables to implement a wide range of projects, from hiperlocal to large scale). ",National,Spain,Spain,CREAF y GBIF.ES.,Consortium,2016,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,0,1,2,0,0,0,0,2,0,2,0,2,1,1,2,2
291,NBDC - Discrete vascular plant surveys,http://maps.biodiversityireland.ie/#/DataSet/162,http://www.biodiversityireland.ie/contact-us/,Vascular plant data collated in Ireland from published reports and discrete surveys submitted to the National Biodiversity Data Centre.,National,Ireland,Ireland,National Biodiversity Data Centre,Academic,2012,No,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
292,Nest Box Challenge,http://www.bto.org/volunteer-surveys/nbc,info@bto.org,"To take part, simply register your nest box online and then give us regular updates on whether it is used, what birds are using it, and the progress of any nests.",National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),British Trust for Ornitology,Non-governmental,2007,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
293,Nest Record Scheme,http://www.bto.org/volunteer-surveys/nrs,info@bto.org,The Nest Record Scheme (NRS) gathers vital information on the breeding success of Britain's birds by asking volunteers to find and follow the progress of individual birds' nests.,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),British Trust for Ornitology,Non-governmental,2007,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
294,NETLAKE - Networking Lake Observatories in Europe ,http://www.netlake.org/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"The over-arching objective of NETLAKE is to establish a network of scientists, technologists, managers and stakeholders focused on the development and application of cutting-edge sensor technology for the protection of European lakes and reservoirs. ",Macro-regional,"Latvia, Bosnia and Herzegovina, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Macedonia, Germany, Greece, Hungary, Ireland, Israel, Italy, Netherlands, Norway, Poland, Serbia, Spain, Sweden, Switzerland","Latvia, Bosnia and Herzegovina, Croatia, Czechia, Denmark, Estonia, Finland, France, North Macedonia, Germany, Greece, Hungary, Ireland, Israel, Italy, Netherlands (the), Norway, Poland, Serbia, Spain, Sweden, Switzerland",COST Comittee,Consortium,2012,No,2016,Freshwater,Water,Monitoring,Large,Yes,"The key deliverable, however, will be the establishment of the NETLAKE network itself, bridging communication gaps between researchers, policy makers and managers, and between scientists and local communities.",Policy implementation or monitoring,0,0,2,2,0,1,0,0,2,0,0,0,2,2,1,2,2
295,Network Ecological Monitoring Reptiles,http://ipt.ravon.nl/resource.do?r=nem_rep,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"The Dutch reptile populations are being monitored intensively within the scope of the Dutch Network Ecological Monitoring (NEM). Since 1994 volunteers, coordinated by RAVON (Reptile, Amphibian and Fish Conservation Netherlands), monitor reptiles on an annual base.",National,Netherlands,Netherlands (the),RAVON,Non-governmental,1997,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Early-warning,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
296,New Forest Cicada,http://newforestcicada.info/,info@newforestcicada.info,"The New Forest Cicada (Cicadetta montana s. str.) is the only cicada native to the UK. The New Forest Cicada Project aims to equip the millions of visitors to the forest with a smart phone app that can detect and recognise the song of the cicada, and hopes to rediscover it this coming summer.",Sub-national,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),BugLife,Non-governmental,2012,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
297,Night Knights,https://www.nightknights.eu/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"The H2020 STARS4ALL project - Night Knights is a game with a purpose to collect data from participants (image classifications) that are then used by light pollution researchers; the ""software engine"" behind the game is released as open source and can be used and applied to other similar cases; paper: G. Re Calegari, G. Nasi, I. Celino ""Human Computation vs. Machine Learning: an Experimental Comparison for Image Classification"", Human Computation Journal (forthcoming), 2018.",Macro-regional,Italy,Italy,CEFRIEL Politecnico di Milano,Academic,2016,Yes,Unknown,Atmospheric,Efficient use of resources,Crowd-sourcing,Very large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,2,0,2,2,2,2,2,0,2,2,1
